reading_id,machine_id,shift,timestamp,temperature_c,vibration_mm_s,qa_result
R000757,M-03,Morning,2025-06-21 22:52:00,45.5,3.02,Fail
R000758,M-07,morning,2025-06-02 04:02:00,53.4,4.87,Pass
R000759,M-17,Night,2025-06-26 09:52:00,76.4,1.5,Pass
R000760,M-07,morning,2025-06-07 02:43:00,82.9,4.22,Fail
R000761,M-14,morning,2025-06-23 13:31:00,,1.14,Fail
R000762,M-03,NIGHT,2025-06-04 10:55:00,77.6,2.57,Pass
R000763,M-08,NIGHT,2025-06-14 12:26:00,78.4,0.33,Pass
R000764,M-19,morning,2025-06-15 23:50:00,92.7,1.94,Pass
R000765,M-06,Morning,2025-06-26 06:33:00,46.7,3.82,Pass
R000766,M-03,NIGHT,2025-06-22 12:07:00,55.4,0.91,Pass
R000767,M-08,Morning,2025-06-06 14:23:00,48.8,1.99,Pass
R000768,M-10,morning,2025-06-01 08:03:00,51.9,0.74,Fail
R000769,M-04,Evening,2025-06-04 06:49:00,66.9,0.66,Pass
R000770,M-10,Evening,2025-06-12 03:03:00,87.8,2.52,Pass
R000771,M-17,NIGHT,2025-06-26 02:16:00,45.1,0.49,Pass
R000772,M-20,Evening,2025-06-02 02:24:00,62.8,0.22,Pass
R000773,M-04,morning,2025-06-16 15:48:00,47.2,2.32,Pass
R000774,M-03,NIGHT,2025-06-26 18:41:00,,2.92,Fail
R000775,M-04,Morning,2025-06-01 20:19:00,93.5,4.15,Pass
R000776,M-20,Evening,2025-06-15 17:44:00,43.5,2.05,Fail
R000777,M-05,Evening,2025-06-25 17:20:00,75.9,0.47,Pass
R000778,M-02,Evening,2025-06-02 08:39:00,86.8,3.3,Pass
R000779,M-20,Night,2025-06-01 05:20:00,44.1,4.59,Pass
R000780,M-13,NIGHT,2025-06-18 15:16:00,44.5,3.55,Pass
R000781,M-02,morning,2025-06-23 13:02:00,47.9,2.51,Pass
R000782,M-10,Night,2025-06-03 05:02:00,78.3,2.9,Pass
R000783,M-14,Evening,2025-06-16 23:12:00,52.6,4.81,Pass
R000784,M-01,Morning,2025-06-19 07:21:00,79.1,2.16,Pass
R000785,M-03,Morning,2025-06-15 05:07:00,86.4,2.92,Pass
R000786,M-04,morning,2025-06-12 02:47:00,42.0,4.48,Pass
R000787,M-11,Morning,2025-06-10 10:02:00,52.2,0.72,Pass
R000788,M-15,Evening,2025-06-03 12:11:00,87.6,4.68,Fail
R000789,M-10,Morning,2025-06-22 17:50:00,57.0,3.22,Fail
R000790,M-11,NIGHT,2025-06-20 02:19:00,62.8,1.27,Pass
R000791,M-08,morning,2025-06-11 06:04:00,76.4,2.64,Pass
R000792,M-16,Night,2025-06-10 03:07:00,52.2,0.6,Pass
R000793,M-17,Morning,2025-06-01 12:44:00,41.5,2.81,Pass
R000794,M-13,Evening,2025-06-18 03:59:00,66.8,0.31,Pass
R000795,M-14,NIGHT,2025-06-11 23:25:00,75.7,1.41,Pass
R000796,M-01,Morning,2025-06-11 05:55:00,71.8,3.87,Pass
R000797,M-12,NIGHT,2025-06-14 05:15:00,61.4,3.74,Fail
R000798,M-02,Morning,2025-06-23 20:19:00,45.8,3.26,Pass
R000799,M-05,Evening,2025-06-08 16:47:00,40.1,1.94,Pass
R000800,M-04,NIGHT,2025-06-24 18:29:00,70.1,3.06,Pass
R000801,M-01,NIGHT,2025-06-06 02:26:00,86.8,3.85,Pass
R000802,M-15,Night,2025-06-06 11:03:00,90.6,3.74,Fail
R000803,M-13,morning,2025-06-22 12:49:00,74.9,4.03,Pass
R000804,M-13,Morning,2025-06-18 19:34:00,75.6,3.34,Pass
R000805,M-07,NIGHT,2025-06-20 15:04:00,59.0,2.74,Pass
R000806,M-06,Morning,2025-06-07 11:18:00,88.9,1.36,Pass
R000807,M-03,Morning,2025-06-11 08:20:00,61.1,3.4,Fail
R000808,M-10,morning,2025-06-18 03:20:00,,0.53,Pass
R000809,M-05,morning,2025-06-06 05:36:00,77.7,2.95,Pass
R000810,M-10,Night,2025-06-10 21:59:00,43.5,1.55,Pass
R000811,M-12,Morning,2025-06-26 11:35:00,92.9,0.34,Pass
R000812,M-14,NIGHT,2025-06-16 22:23:00,56.8,1.06,Pass
R000813,M-14,Night,2025-06-07 03:42:00,84.6,3.47,Pass
R000814,M-07,morning,2025-06-05 05:24:00,42.1,3.94,Pass
R000815,M-19,NIGHT,2025-06-08 06:12:00,54.4,0.38,Pass
R000816,M-09,morning,2025-06-14 12:32:00,64.3,0.84,Fail
R000817,M-14,Morning,2025-06-21 00:15:00,56.3,2.51,Pass
R000818,M-01,Evening,2025-06-08 21:27:00,60.0,1.74,Fail
R000819,M-03,Evening,2025-06-12 14:05:00,80.9,2.31,Fail
R000820,M-06,NIGHT,2025-06-02 06:45:00,89.9,1.8,Pass
R000821,M-16,Night,2025-06-13 02:26:00,77.3,0.57,Fail
R000822,M-15,NIGHT,2025-06-02 15:30:00,59.3,2.79,Fail
R000823,M-18,Morning,2025-06-21 06:43:00,50.3,1.1,Pass
R000824,M-20,Morning,2025-06-02 04:43:00,81.8,4.8,Fail
R000825,M-19,morning,2025-06-17 02:36:00,63.9,0.63,Pass
R000826,M-13,Night,2025-06-18 14:07:00,55.3,2.1,Pass
R000827,M-13,Night,2025-06-22 02:18:00,70.5,1.84,Fail
R000828,M-11,Morning,2025-06-26 06:17:00,54.4,1.83,Pass
R000829,M-10,Evening,2025-06-27 02:30:00,71.9,0.86,Pass
R000830,M-01,NIGHT,2025-06-27 08:22:00,88.6,2.62,Pass
R000831,M-01,Evening,2025-06-24 17:02:00,58.9,1.74,Pass
R000832,M-09,Evening,2025-06-25 01:29:00,77.2,0.85,Pass
R000833,M-05,Morning,2025-06-12 04:49:00,50.2,4.63,Pass
R000834,M-11,NIGHT,2025-06-06 08:41:00,69.5,4.83,Pass
R000835,M-12,Evening,2025-06-25 02:59:00,87.1,4.07,Pass
R000836,M-11,Evening,2025-06-01 16:30:00,93.4,2.5,Pass
R000837,M-18,Evening,2025-06-03 09:58:00,52.5,4.52,Pass
R000838,M-01,Morning,2025-06-20 14:30:00,75.1,2.37,Pass
R000839,M-19,Evening,2025-06-03 23:10:00,72.0,3.27,Pass
R000840,M-11,Morning,2025-06-23 06:46:00,88.5,2.94,Pass
R000841,M-20,Night,2025-06-23 01:47:00,56.1,4.57,Pass
R000842,M-12,Night,2025-06-02 02:45:00,86.7,3.0,Pass
R000843,M-10,Evening,2025-06-24 04:52:00,65.0,2.23,Fail
R000844,M-18,Night,2025-06-12 04:21:00,46.4,3.49,Pass
R000845,M-12,morning,2025-06-23 13:02:00,63.4,1.64,Pass
R000846,M-20,Evening,2025-06-26 15:09:00,60.7,3.71,Fail
R000847,M-06,morning,2025-06-10 22:35:00,49.2,1.4,Fail
R000848,M-16,Morning,2025-06-09 16:14:00,77.2,3.21,Pass
R000849,M-19,Morning,2025-06-15 20:35:00,62.5,3.85,Pass
R000850,M-09,Morning,2025-06-11 15:07:00,57.0,0.2,Pass
R000851,M-13,NIGHT,2025-06-11 11:57:00,48.3,2.93,Pass
R000852,M-13,NIGHT,2025-06-04 21:46:00,75.3,3.77,Pass
R000853,M-12,Morning,2025-06-27 12:48:00,45.7,3.98,Fail
R000854,M-09,Evening,2025-06-11 19:40:00,63.5,1.28,Pass
R000855,M-07,morning,2025-06-12 08:23:00,69.4,0.43,Pass
R000856,M-17,Night,2025-06-09 18:33:00,55.8,1.02,Pass
R000857,M-04,morning,2025-06-26 13:20:00,47.9,0.71,Pass
R000858,M-10,morning,2025-06-18 08:58:00,90.9,0.94,Pass
R000859,M-07,Night,2025-06-21 23:49:00,69.6,4.44,Fail
R000860,M-12,Night,2025-06-06 12:12:00,55.4,4.82,Pass
R000861,M-14,Night,2025-06-21 13:46:00,89.6,4.95,Pass
R000862,M-04,morning,2025-06-24 07:04:00,69.4,3.0,Pass
R000863,M-13,Evening,2025-06-22 13:05:00,75.0,0.19,Pass
R000864,M-08,NIGHT,2025-06-09 20:16:00,42.5,1.56,Pass
R000865,M-16,NIGHT,2025-06-05 17:38:00,62.3,4.52,Pass
R000866,M-17,NIGHT,2025-06-03 03:35:00,89.0,3.98,Pass
R000867,M-03,NIGHT,2025-06-02 17:13:00,81.3,3.39,Pass
R000868,M-10,morning,2025-06-09 09:36:00,70.6,3.93,Pass
R000869,M-03,morning,2025-06-10 08:09:00,54.4,1.95,Pass
R000870,M-07,morning,2025-06-10 04:13:00,44.3,2.86,Pass
R000871,M-17,Morning,2025-06-09 15:30:00,64.8,0.76,Fail
R000872,M-19,Evening,2025-06-24 16:05:00,80.9,0.13,Pass
R000873,M-01,Evening,2025-06-01 03:35:00,82.7,3.25,Fail
R000874,M-09,NIGHT,2025-06-06 02:16:00,76.0,2.07,Pass
R000875,M-14,Night,2025-06-27 10:12:00,50.2,2.44,Pass
R000876,M-18,Morning,2025-06-10 06:14:00,88.3,4.64,Pass
R000877,M-05,Evening,2025-06-23 04:21:00,84.5,3.93,Pass
R000878,M-18,Morning,2025-06-17 13:20:00,59.0,1.12,Fail
R000879,M-12,NIGHT,2025-06-25 08:17:00,53.7,4.67,Pass
R000880,M-07,morning,2025-06-23 03:35:00,43.5,0.35,Fail
R000881,M-08,NIGHT,2025-06-15 03:35:00,44.0,3.66,Pass
R000882,M-13,Morning,2025-06-08 00:47:00,68.1,1.62,Pass
R000883,M-16,Evening,2025-06-19 19:48:00,90.2,3.46,Pass
R000884,M-01,Night,2025-06-02 09:04:00,53.6,0.53,Pass
R000885,M-18,Morning,2025-06-08 21:39:00,69.2,3.38,Pass
R000886,M-20,Evening,2025-06-28 09:15:00,75.6,1.71,Fail
R000887,M-02,NIGHT,2025-06-08 01:35:00,93.1,3.98,Pass
R000888,M-17,Morning,2025-06-13 11:09:00,63.4,1.81,Pass
R000889,M-08,morning,2025-06-27 20:30:00,68.4,0.83,Fail
R000890,M-02,morning,2025-06-08 14:50:00,74.8,4.09,Pass
R000891,M-04,Morning,2025-06-16 12:05:00,63.7,4.46,Fail
R000892,M-08,Morning,2025-06-18 16:40:00,67.4,0.24,Pass
R000893,M-13,morning,2025-06-02 16:51:00,94.7,1.46,Pass
R000894,M-05,NIGHT,2025-06-01 00:57:00,,2.24,Fail
R000895,M-02,NIGHT,2025-06-10 04:08:00,,0.73,Pass
R000896,M-10,NIGHT,2025-06-16 00:08:00,62.1,1.15,Pass
R000897,M-18,NIGHT,2025-06-20 09:00:00,78.6,2.45,Fail
R000898,M-05,morning,2025-06-21 21:33:00,93.3,0.22,Pass
R000899,M-07,NIGHT,2025-06-16 02:26:00,75.2,3.56,Pass
R000900,M-18,NIGHT,2025-06-27 11:50:00,42.7,1.86,Pass
R000901,M-10,Morning,2025-06-19 18:58:00,72.7,1.33,Fail
R000902,M-14,morning,2025-06-12 02:10:00,77.2,2.43,Pass
R000903,M-14,Morning,2025-06-24 01:59:00,55.0,1.18,Pass
R000904,M-15,morning,2025-06-23 13:43:00,88.9,99.9,Fail
R000905,M-20,Night,2025-06-16 10:29:00,67.8,2.13,Fail
R000906,M-15,Night,2025-06-15 04:50:00,69.8,2.87,Fail
R000907,M-07,NIGHT,2025-06-18 04:08:00,42.1,0.74,Pass
R000908,M-11,Morning,2025-06-09 07:14:00,59.3,4.25,Pass
R000909,M-02,Evening,2025-06-06 11:39:00,94.2,4.08,Fail
R000910,M-20,Night,2025-06-27 17:56:00,70.5,4.57,Pass
R000911,M-04,Morning,2025-06-11 15:45:00,64.1,2.11,Fail
R000912,M-19,Night,2025-06-01 02:47:00,52.3,3.98,Pass
R000913,M-10,Evening,2025-06-23 08:08:00,54.1,3.16,Pass
R000914,M-20,NIGHT,2025-06-01 10:29:00,68.2,1.94,Pass
R000915,M-04,Morning,2025-06-24 20:21:00,62.7,4.28,Pass
R000916,M-01,morning,2025-06-23 20:47:00,51.4,3.97,Pass
R000917,M-08,Evening,2025-06-14 20:02:00,41.8,3.41,Pass
R000918,M-19,Night,2025-06-09 06:22:00,59.7,0.31,Pass
R000919,M-12,morning,2025-06-17 14:04:00,60.1,99.9,Pass
R000920,M-07,Evening,2025-06-26 06:28:00,43.9,0.15,Pass
R000921,M-01,Night,2025-06-18 22:40:00,43.3,4.46,Pass
R000922,M-16,Evening,2025-06-24 19:39:00,,3.84,Pass
R000923,M-04,Morning,2025-06-27 01:02:00,,3.92,Pass
R000924,M-13,Morning,2025-06-19 13:40:00,88.3,4.04,Pass
R000925,M-11,Evening,2025-06-04 14:36:00,,2.09,Fail
R000926,M-10,Night,2025-06-18 01:04:00,,2.37,Pass
R000927,M-17,Morning,2025-06-14 08:25:00,51.7,3.82,Pass
R000928,M-20,morning,2025-06-15 22:25:00,65.2,4.25,Pass
R000929,M-09,morning,2025-06-01 18:14:00,61.1,1.03,Fail
R000930,M-14,Morning,2025-06-17 23:06:00,50.7,4.37,Fail
R000931,M-10,NIGHT,2025-06-27 19:08:00,92.4,2.98,Pass
R000932,M-02,NIGHT,2025-06-06 05:57:00,68.3,3.81,Pass
R000933,M-10,Morning,2025-06-14 03:48:00,75.2,1.05,Fail
R000934,M-10,NIGHT,2025-06-21 05:57:00,54.3,0.62,Pass
R000935,M-04,NIGHT,2025-06-11 23:22:00,87.7,3.1,Fail
R000936,M-06,NIGHT,2025-06-10 11:30:00,88.4,3.04,Pass
R000937,M-10,Evening,2025-06-04 04:37:00,77.8,99.9,Fail
R000938,M-09,Night,2025-06-16 00:50:00,85.7,3.07,Pass
R000939,M-02,morning,2025-06-09 10:39:00,58.8,2.0,Pass
R000940,M-05,Evening,2025-06-03 14:41:00,61.0,1.13,Pass
R000941,M-12,morning,2025-06-24 23:29:00,93.6,2.27,Pass
R000942,M-12,Morning,2025-06-03 09:27:00,55.7,1.26,Pass
R000943,M-15,morning,2025-06-18 06:40:00,94.8,3.07,Fail
R000944,M-05,Evening,2025-06-13 08:20:00,87.9,1.98,Fail
R000945,M-15,Morning,2025-06-27 19:43:00,63.2,1.64,Pass
R000946,M-19,Morning,2025-06-07 00:22:00,41.7,3.06,Pass
R000947,M-09,Morning,2025-06-08 10:17:00,69.6,3.16,Pass
R000948,M-10,Evening,2025-06-26 11:28:00,90.9,2.69,Pass
R000949,M-19,morning,2025-06-19 08:55:00,71.4,4.78,Fail
R000950,M-13,morning,2025-06-23 03:49:00,54.8,2.77,Pass
R000951,M-17,NIGHT,2025-06-27 12:55:00,61.5,4.37,Pass
R000952,M-17,morning,2025-06-11 13:20:00,71.1,0.49,Pass
R000953,M-04,NIGHT,2025-06-11 21:26:00,57.8,0.29,Pass
R000954,M-20,Morning,2025-06-13 19:25:00,83.4,1.38,Pass
R000955,M-06,morning,2025-06-03 10:12:00,64.9,1.88,Pass
R000956,M-11,Evening,2025-06-22 20:44:00,70.8,0.41,Pass
R000957,M-09,morning,2025-06-08 10:09:00,70.2,1.46,Pass
R000958,M-15,Night,2025-06-05 02:42:00,88.0,1.3,Pass
R000959,M-09,morning,2025-06-01 07:57:00,53.2,2.78,Pass
R000960,M-08,Night,2025-06-19 20:05:00,68.8,3.03,Pass
R000961,M-01,NIGHT,2025-06-17 22:24:00,69.4,2.45,Pass
R000962,M-16,Night,2025-06-02 08:06:00,45.8,2.92,Fail
R000963,M-20,Evening,2025-06-15 16:02:00,61.7,4.75,Pass
R000964,M-10,morning,2025-06-12 03:25:00,45.1,4.91,Pass
R000965,M-03,NIGHT,2025-06-19 08:27:00,50.0,2.09,Pass
R000966,M-17,morning,2025-06-04 04:27:00,62.2,99.9,Fail
R000967,M-18,morning,2025-06-10 10:47:00,83.5,0.68,Pass
R000968,M-07,Evening,2025-06-19 15:54:00,47.1,3.46,Pass
R000969,M-10,Morning,2025-06-28 18:19:00,53.9,99.9,Pass
R000970,M-19,morning,2025-06-21 14:15:00,41.7,1.63,Pass
R000971,M-10,Night,2025-06-12 07:22:00,84.9,4.83,Pass
R000972,M-10,Morning,2025-06-07 00:07:00,46.0,2.38,Fail
R000973,M-02,NIGHT,2025-06-02 10:18:00,86.6,3.53,Fail
R000974,M-09,NIGHT,2025-06-08 10:36:00,69.3,4.59,Fail
R000975,M-01,Night,2025-06-12 04:48:00,87.2,1.67,Pass
R000976,M-12,morning,2025-06-24 21:02:00,63.4,2.15,Pass
R000977,M-02,Morning,2025-06-28 08:34:00,49.3,1.17,Pass
R000978,M-11,Evening,2025-06-14 16:11:00,40.8,1.43,Pass
R000979,M-11,morning,2025-06-15 21:13:00,68.3,1.41,Fail
R000980,M-15,morning,2025-06-24 12:59:00,62.9,4.24,Fail
R000981,M-16,morning,2025-06-26 23:16:00,80.9,1.07,Fail
R000982,M-08,Evening,2025-06-15 23:03:00,64.0,4.22,Pass
R000983,M-05,Morning,2025-06-05 06:19:00,70.3,1.36,Pass
R000984,M-15,morning,2025-06-18 05:06:00,44.6,4.36,Fail
R000985,M-19,Night,2025-06-03 09:56:00,,1.48,Pass
R000986,M-07,Morning,2025-06-25 07:57:00,56.9,3.22,Pass
R000987,M-08,Evening,2025-06-19 13:34:00,60.3,0.79,Pass
R000988,M-14,Night,2025-06-17 11:24:00,55.5,3.76,Fail
R000989,M-02,Evening,2025-06-25 15:37:00,55.4,4.9,Pass
R000990,M-06,morning,2025-06-12 20:19:00,,0.35,Fail
R000991,M-17,NIGHT,2025-06-06 05:05:00,89.1,3.43,Pass
R000992,M-07,Night,2025-06-12 22:20:00,85.4,1.78,Pass
R000993,M-05,NIGHT,2025-06-20 05:50:00,84.3,3.27,Pass
R000994,M-17,Morning,2025-06-12 06:56:00,83.0,5.0,Pass
R000995,M-15,Night,2025-06-04 07:43:00,53.5,3.85,Pass
R000996,M-15,Night,2025-06-05 00:20:00,67.7,3.7,Pass
R000997,M-12,NIGHT,2025-06-07 07:20:00,76.8,0.35,Pass
R000998,M-11,Night,2025-06-20 00:12:00,79.2,0.48,Pass
R000999,M-13,NIGHT,2025-06-02 01:12:00,76.4,3.26,Pass
R001000,M-04,NIGHT,2025-06-16 20:57:00,82.4,99.9,Pass
R001001,M-05,Night,2025-06-11 20:23:00,83.5,1.24,Pass
R001002,M-18,Night,2025-06-18 05:30:00,57.0,4.83,Pass
R001003,M-09,Evening,2025-06-25 21:31:00,40.9,1.67,Pass
R001004,M-02,NIGHT,2025-06-08 12:07:00,82.9,3.68,Fail
R001005,M-04,NIGHT,2025-06-17 03:40:00,91.4,0.33,Pass
R001006,M-18,morning,2025-06-12 01:21:00,40.8,4.27,Fail
R001007,M-19,Morning,2025-06-02 17:26:00,53.2,1.43,Fail
R001008,M-06,NIGHT,2025-06-08 05:44:00,88.4,0.8,Pass
R001009,M-12,Night,2025-06-16 18:08:00,,3.65,Pass
R001010,M-05,NIGHT,2025-06-14 17:21:00,73.4,1.92,Pass
R001011,M-15,NIGHT,2025-06-10 23:54:00,85.9,4.07,Fail
R001012,M-20,NIGHT,2025-06-14 03:58:00,51.4,0.24,Pass
R001013,M-03,NIGHT,2025-06-23 23:08:00,68.0,3.83,Pass
R001014,M-17,Evening,2025-06-25 02:11:00,91.7,0.17,Pass
R001015,M-16,Evening,2025-06-24 04:46:00,53.3,2.28,Fail
R001016,M-01,Morning,2025-06-26 12:36:00,73.1,2.22,Pass
R001017,M-19,NIGHT,2025-06-14 07:23:00,62.2,3.99,Pass
R001018,M-15,Night,2025-06-16 12:58:00,87.8,0.87,Pass
R001019,M-13,morning,2025-06-01 03:52:00,89.3,4.57,Pass
R001020,M-04,NIGHT,2025-06-24 02:24:00,64.6,2.65,Pass
R001021,M-02,NIGHT,2025-06-26 03:06:00,87.9,3.36,Pass
R001022,M-16,Night,2025-06-06 18:34:00,42.5,2.06,Pass
R001023,M-15,Night,2025-06-10 11:21:00,72.0,3.2,Pass
R001024,M-18,Night,2025-06-22 20:17:00,94.8,1.03,Fail
R001025,M-02,Evening,2025-06-14 13:21:00,74.6,1.35,Pass
R001026,M-01,morning,2025-06-11 17:15:00,74.9,2.91,Pass
R001027,M-18,NIGHT,2025-06-01 00:27:00,46.6,0.99,Fail
R001028,M-13,morning,2025-06-09 04:23:00,73.6,4.85,Pass
R001029,M-13,NIGHT,2025-06-12 11:59:00,91.0,4.48,Pass
R001030,M-13,morning,2025-06-20 03:04:00,55.1,0.42,Pass
R001031,M-16,NIGHT,2025-06-11 00:09:00,59.1,2.27,Pass
R001032,M-12,Evening,2025-06-02 03:14:00,,0.62,Fail
R001033,M-01,Morning,2025-06-04 10:10:00,80.5,0.49,Fail
R001034,M-06,Morning,2025-06-16 01:01:00,48.7,2.89,Pass
R001035,M-02,morning,2025-06-14 10:26:00,43.8,3.72,Pass
R001036,M-09,Evening,2025-06-02 17:09:00,70.2,0.22,Pass
R001037,M-05,NIGHT,2025-06-11 16:50:00,,2.5,Fail
R001038,M-05,Night,2025-06-18 09:13:00,,1.34,Pass
R001039,M-16,Morning,2025-06-02 17:39:00,60.9,3.97,Pass
R001040,M-14,morning,2025-06-11 18:45:00,67.0,2.32,Fail
R001041,M-03,Night,2025-06-06 13:31:00,69.9,0.29,Pass
R001042,M-06,NIGHT,2025-06-02 03:46:00,67.7,1.36,Pass
R001043,M-04,Morning,2025-06-21 18:10:00,43.4,1.79,Pass
R001044,M-09,morning,2025-06-20 12:06:00,80.7,2.74,Pass
R001045,M-15,Night,2025-06-21 11:22:00,72.6,4.44,Fail
R001046,M-13,morning,2025-06-15 13:44:00,74.8,3.78,Pass
R001047,M-16,NIGHT,2025-06-04 18:47:00,85.8,0.2,Fail
R001048,M-16,NIGHT,2025-06-13 20:24:00,,4.28,Pass
R001049,M-06,Evening,2025-06-02 22:56:00,69.6,1.52,Fail
R001050,M-07,Night,2025-06-10 15:35:00,41.4,3.1,Fail
R001051,M-01,morning,2025-06-02 11:15:00,40.1,0.85,Pass
R001052,M-12,Night,2025-06-12 22:03:00,64.6,1.09,Pass
R001053,M-10,Morning,2025-06-20 07:32:00,51.6,0.78,Pass
R001054,M-04,morning,2025-06-07 10:04:00,85.1,3.21,Pass
R001055,M-07,Night,2025-06-24 01:43:00,49.0,2.43,Fail
R001056,M-13,Evening,2025-06-12 07:05:00,87.6,2.77,Pass
R001057,M-09,NIGHT,2025-06-01 14:12:00,69.4,3.49,Pass
R001058,M-03,Morning,2025-06-08 13:36:00,82.4,2.56,Pass
R001059,M-10,Evening,2025-06-03 17:37:00,61.9,1.66,Pass
R001060,M-16,Evening,2025-06-05 05:18:00,45.5,2.28,Pass
R001061,M-17,Morning,2025-06-01 00:51:00,71.1,4.51,Pass
R001062,M-14,morning,2025-06-11 14:28:00,90.2,0.73,Pass
R001063,M-05,morning,2025-06-23 00:39:00,51.1,3.3,Pass
R001064,M-03,Morning,2025-06-21 13:42:00,82.1,4.69,Pass
R001065,M-17,morning,2025-06-13 11:22:00,63.1,3.72,Pass
R001066,M-04,Night,2025-06-22 12:16:00,88.8,1.81,Pass
R001067,M-14,NIGHT,2025-06-26 21:47:00,58.5,3.22,Pass
R001068,M-06,Night,2025-06-08 20:18:00,57.5,2.28,Pass
R001069,M-18,NIGHT,2025-06-26 22:12:00,75.2,2.51,Pass
R001070,M-08,NIGHT,2025-06-18 00:25:00,44.9,3.17,Pass
R001071,M-02,Evening,2025-06-08 07:56:00,93.6,3.29,Pass
R001072,M-01,Morning,2025-06-13 01:29:00,77.2,0.18,Pass
R001073,M-02,morning,2025-06-04 11:45:00,59.3,4.98,Pass
R001074,M-20,NIGHT,2025-06-18 07:02:00,80.1,3.19,Fail
R001075,M-05,Evening,2025-06-03 15:18:00,75.8,2.49,Pass
R001076,M-05,Night,2025-06-27 21:32:00,63.0,3.54,Pass
R001077,M-20,Night,2025-06-11 11:09:00,52.7,3.91,Pass
R001078,M-03,morning,2025-06-06 17:18:00,90.8,4.94,Pass
R001079,M-14,Evening,2025-06-25 22:03:00,80.4,2.59,Pass
R001080,M-14,morning,2025-06-03 10:30:00,76.4,3.98,Fail
R001081,M-01,NIGHT,2025-06-25 08:31:00,43.2,4.71,Fail
R001082,M-09,Evening,2025-06-13 11:24:00,84.9,1.1,Fail
R001083,M-11,morning,2025-06-25 00:06:00,43.4,4.98,Pass
R001084,M-15,NIGHT,2025-06-12 07:47:00,55.6,0.81,Pass
R001085,M-04,morning,2025-06-22 02:33:00,61.3,0.56,Pass
R001086,M-10,Evening,2025-06-01 22:29:00,73.9,1.5,Pass
R001087,M-05,NIGHT,2025-06-10 03:35:00,47.7,2.69,Pass
R001088,M-17,morning,2025-06-02 02:24:00,73.2,4.75,Fail
R001089,M-19,Night,2025-06-05 17:51:00,63.1,0.93,Pass
R001090,M-18,Night,2025-06-16 20:35:00,54.6,3.97,Pass
R001091,M-05,morning,2025-06-22 16:46:00,89.8,1.19,Fail
R001092,M-11,NIGHT,2025-06-05 09:03:00,47.2,3.87,Pass
R001093,M-13,morning,2025-06-11 03:30:00,54.6,1.35,Pass
R001094,M-20,morning,2025-06-12 11:35:00,54.4,4.94,Pass
R001095,M-11,Evening,2025-06-06 20:57:00,56.7,4.24,Pass
R001096,M-17,Night,2025-06-06 05:25:00,62.7,0.97,Pass
R001097,M-12,Morning,2025-06-21 23:56:00,45.7,1.92,Fail
R001098,M-18,Night,2025-06-15 21:56:00,54.3,2.33,Pass
R001099,M-01,Morning,2025-06-17 03:09:00,84.3,2.25,Pass
R001100,M-17,Morning,2025-06-23 01:25:00,62.9,1.63,Pass
R001101,M-17,Night,2025-06-06 05:38:00,52.4,3.37,Pass
R001102,M-06,morning,2025-06-20 19:54:00,42.6,2.73,Fail
R001103,M-07,Night,2025-06-28 14:37:00,55.7,0.96,Fail
R001104,M-09,Night,2025-06-06 18:29:00,,4.77,Pass
R001105,M-13,Morning,2025-06-09 14:26:00,88.4,4.05,Pass
R001106,M-04,morning,2025-06-20 07:01:00,78.5,1.83,Pass
R001107,M-04,Night,2025-06-05 11:48:00,45.7,3.85,Pass
R001108,M-02,Morning,2025-06-14 07:55:00,77.0,2.37,Fail
R001109,M-19,Morning,2025-06-08 17:03:00,85.6,2.58,Fail
R001110,M-11,NIGHT,2025-06-12 09:30:00,55.5,4.92,Pass
R001111,M-04,Evening,2025-06-21 21:00:00,66.1,0.76,Pass
R001112,M-16,Morning,2025-06-15 15:22:00,61.2,2.56,Pass
R001113,M-07,NIGHT,2025-06-01 04:54:00,85.8,0.57,Pass
R001114,M-10,Night,2025-06-23 04:25:00,71.3,4.72,Pass
R001115,M-17,Morning,2025-06-09 18:02:00,41.6,4.03,Fail
R001116,M-06,NIGHT,2025-06-03 00:51:00,87.4,1.38,Pass
R001117,M-20,NIGHT,2025-06-18 16:57:00,57.9,3.77,Pass
R001118,M-05,NIGHT,2025-06-12 03:43:00,65.6,1.33,Fail
R001119,M-14,Night,2025-06-26 06:18:00,64.9,0.73,Pass
R001120,M-06,Evening,2025-06-26 00:53:00,88.3,1.67,Fail
R001121,M-14,Morning,2025-06-01 14:36:00,70.5,1.89,Pass
R001122,M-04,NIGHT,2025-06-26 02:36:00,68.1,0.13,Fail
R001123,M-01,Morning,2025-06-16 02:49:00,91.0,2.33,Fail
R001124,M-18,morning,2025-06-24 20:13:00,80.5,3.19,Fail
R001125,M-02,Evening,2025-06-01 11:00:00,65.0,0.4,Pass
R001126,M-14,NIGHT,2025-06-08 17:44:00,,1.1,Pass
R001127,M-13,morning,2025-06-08 14:46:00,46.2,1.42,Pass
R001128,M-03,NIGHT,2025-06-26 13:05:00,43.3,0.11,Fail
R001129,M-15,Evening,2025-06-08 14:02:00,85.8,3.5,Pass
R001130,M-05,NIGHT,2025-06-19 14:37:00,51.9,2.74,Fail
R001131,M-10,NIGHT,2025-06-08 14:56:00,78.7,2.01,Pass
R001132,M-09,NIGHT,2025-06-15 17:40:00,59.3,0.53,Fail
R001133,M-08,Evening,2025-06-17 08:37:00,60.0,2.67,Pass
